title,text,subject,date
MONTEL WILLIAMS Says Oregon Patriots Are “Undereducated Terrorist Buffoons” And National Guard Should “Shoot To Kill” Them,"He s pro-gun, pro-military, anti-fracking and anti-wrongful imprisonment of US veterans in Mexico. But TV personality Montel Williams has found himself in hot water with conservatives after making some outrageous claims on Twitter about the patriots protesting federal government overreach in Oregon:  And here, pro-gun and conservative (on some issues) Montel Williams, makes an apology for his comments on Twitter, along with an explanation about why he made them:// <![CDATA[ (function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_GB/sdk.js#xfbml=1&#038;version=v2.3""; fjs.parentNode.insertBefore(js, fjs);}(document, 'script', 'facebook-jssdk')); // ]]>Since I am trending apparently, let s clear somethings up about #OregonUnderAttack1) Some of you are incapable of Posted by Montel Williams on Monday, 4 January 2016Via: Weasel Zippers",Government News,"Jan 5, 2016"
Boiler Room EP #82 – Mind-boggling Collusion,"Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6:00 PM PST | 8:00 PM CST | 9:00 PM EST for this special broadcast. Join us for uncensored, uninterruptible talk radio, custom-made for barfly philosophers, misguided moralists, masochists, street corner evangelists, media-maniacs, savants, political animals and otherwise lovable rascals.Join ACR hosts Hesher and Spore along with Andy Nowicki from Alt Right Blogspot,  Jay Dyer of Jays Analysis and Daniel Spaulding for the 82nd episode of BOILER ROOM. Dim the lights, dawn the headphones and indulge in a pre-election special broadcast of Boiler Room with the crew. This week we re turning the crank on the sausage grinder of media and cooking up some reality radio focusing on the strange, the real and the exo-political.Please like and share the program and visit our donate page to get involved!BOILER ROOM IS NOT A POLICTALLY CORRECT ZONE!  LISTEN TO THE SHOW IN THE PLAYER BELOW   ENJOY!Listen to  Boiler Room #82   Mind-boggling Collusion  on Spreaker.Reference Links:",Middle-east,"November 3, 2016"
 GOP Rep. Just Achieved The IMPOSSIBLE By Outdoing Trump’s Hypocrisy On February Jobs Report,"Trump continued to claim credit for things with which he had little to do when February s jobs report came out earlier today, and Sean Spicer even defended him to a press that wanted to know why jobs reports are suddenly authentic, when they were all fake under Obama. But the hypocrisy doesn t end there, apparently. Kevin Brady, chairman of the House Ways and Means committee, issued his own statement on the jobs report, and in doing so, he brought Republican hypocrisy to a whole new level.The February 2016 jobs report, which, of course, came out under Obama, showed 242,000 new jobs. Brady said: While it s good news that more Americans have joined the labor force, it s disappointing to see so little growth in full time work and wages. One year later, we have a jobs report that says 238,000 new jobs were created in February. Brady said: This is a great report. The fact that hundreds of thousands more people found new jobs last month is a good sign that our economy is moving in the right direction. Isn t 238,000 less than 242,000? Or is there some kind of new math of which we aren t yet aware? Really, partisan games and fuzzy math are the only explanation for Brady s saying he s very pleased about last month s jobs report   it s obviously because there s a Republican in the White House and Brady wants to kiss his ass.It also showcases Republicans  insistence on opposing everything that Obama ever did.Brady should have thought this out a little better. There s no way to spin the difference between the two statements as anything other than sheer GOP hypocrisy.Take a look at both full statements below:Kevin Brady on the February 2016 job report v. Kevin Brady on February 2017 job report. What could have changed? pic.twitter.com/OrtMXrXqOC  Sam Stein (@samsteinhp) March 10, 2017Featured image by Mark Wilson via Getty Images",News,"March 10, 2017"
 WATCH: Sean Spicer In December STRONGLY Opposed Exactly What He Did Today,"In a shocking move, White House press secretary Sean Spicer banned major news organizations such The New York Times, CNN, BBC, LA Times, Politico and BuzzFeed from attending a press briefing. That move resulted in the Associated Press and Time magazine boycotting the briefing. In addition, the White House Correspondents Association also protested the move. Meanwhile, Spicer hand picked right-leaning outlets to attend the briefing. Breitbart.com, of course, was one of them.Politico senior writer and co-author of Playbook Jake Sherman recalled an interview in December with Spicer. Stick with me on this one,  Sherman tweeted.  We had @PressSec at a Playbook Live event in December where he addressed this issue directly. Here s what he said. Stick with me on this one. We had @PressSec at a Playbook Live event in December where he addressed this issue directly. Here s what he said  Jake Sherman (@JakeSherman) February 24, 2017This is what Spicer said during the interview,  We have a respect for the press when it comes to the govt. That is something you can t ban an entity from. Conservative liberal or otherwise. We have a respect for the press when it comes to the govt. That is something you can t ban an entity from. Conservative liberal or otherwise  Jake Sherman (@JakeSherman) February 24, 2017 This is @presssec in December but the real amazing quote is this:  That s what makes a democracy a democracy versus a dictatorship,  he tweeted, tagging Spicer.This is @presssec in December but the real amazing quote is this:  That s what makes a democracy a democracy versus a dictatorship  Jake Sherman (@JakeSherman) February 24, 2017Watch: To reiterate, Spicer called banning the media a dictatorship in December, then a couple of months later, he did just that. This move by the Trump administration is likely in retaliation to the damning report published yesterday stating that the FBI refused the White House s request to publicly knock down media reports regarding communications between Donald Trump s associates and Russians known to U.S. intelligence during the 2016 presidential campaign.Even weirder, Spicer had that conversation with a reporter from Politico, an established media source he has now just banned. Conservatives will suck the freedom out of you every single time.Image via screen capture",News,"February 24, 2017"
Son Of Egyptian Immigrants Hopes To Become FIRST MUSLIM GOVERNOR In U.S…Will Push For “Sanctuary State”,"Dr. Abdul El-Sayed, a liberal Democrat would like to become the nation s first Muslim Governor in a state that s home to the city of Dearborn, with the highest Muslim population outside of the Middle East. The state of Michigan also made news last year when Hamtramck, a city that for decades was known for it s strong Polish immigrant community, elected its first all-Muslim City Council. It s probably not that far-fetched that the son of Egyptian immigrants living in a state where tens of thousands of Muslim refugees and immigrants come to live would want to see the state of MI become a  Sanctuary State . My faith is really important to me, as it is for many Americans and Michiganders,  El-Sayed said.  But I think we should be asking ourselves rather than how one prays, or what they pray to, we should ask ourselves what [one] prays for and what one hopes for. While El-Sayed said his Islamic values are at the center of his work as a civil servant, he wants people to know his number one priority is to serve the people of Michigan.But some residents in the state may not be ready to see a Muslim governor. In the last several years, Michigan has been a hotbed of Islamophobia. Dearborn, a predominantly Arab-American city in the Detroit metro area, has been a frequent target of anti-Muslim activists, conspiracy theories and fake news. But El-Sayed doesn t want Michigan residents to be distracted by anti-Muslim rhetoric and violence   and he wants people to know that the principles of Islam are what guide his service. I am running because of the values my Islam teaches me   which includes beliefs in equity, the fundamental rights of all people, a belief that we will judge ourselves as a people based on how we treat the most vulnerable,  El-Sayed said.  A belief in being good to others fundamentally, a belief in respect and dignity to one s neighbors and one s friends and one s family. -Business InsiderDemocratic gubernatorial candidate Abdul El-Sayed is starting to propose a progressive platform that includes making Michigan a  sanctuary state,  providing universal preschool and offering publicly funded health insurance to any resident needing coverage.The ex-director of Detroit s health department unveiled parts of his platform Monday.I love it when the rule of law works #sanctuarycities https://t.co/3X4kJBu4WZ  Abdul El-Sayed (@AbdulElSayed) April 26, 2017El-Sayed claims that a Sanctuary State will make Michiganders safer. As a Michigander, I can assure you that making our state a  Sanctuary State  will not only make it less safe, but it will cause many people to move away to states who have laws against law-breakers.(3/3) if elected #gov my job is protecting #Michiganders, that's what #SanctuaryState will do. Learn more: https://t.co/r56mhirYRB  Abdul El-Sayed (@AbdulElSayed) April 24, 2017The  sanctuary  term has no legal definition and varies in application, but it generally refers to local jurisdictions that do not cooperate with U.S. immigration officials.   US NewsEl-Sayed also made his feelings known on Twitter about a MI lawmaker, Rep. Michele Hoitenga, R-Manton,MI who wants to make Sharia Law illegal in that state of Michigan. El-Sayed attempts to make the comparison of the 10 commandments and the Holy Bible to Sharia Law. What El-Sayed seems to be willfully ignoring, is the fact that the United States is a Judeo-Christian nation.Nice try I oppose banning the #TenCommandments and #Bible   both came from the #MiddleEast. #religiousfreedom https://t.co/j7unpQSkiM  Abdul El-Sayed (@AbdulElSayed) April 20, 2017",politics,"May 8, 2017"
 Racists Go CRAZY after Samuel L Jackson Trashes Trump On Jimmy Kimmel Live (VIDEO),"The racists came out in full force when Jimmy Kimmel put up a minute of video that is too outstanding to ignore. In a segment called,  The Hateful 8 Ball,  Kimmel gets advice from a mystical Samuel L Jackson inside a magic 8 ball toy. Jackson plays the part as you d expect, nailing the role of angry black man with iconic voice ever so perfectly.Definitely a great moment captured for all time   not only for a funny comedic piece, but as a historical record for the kind of racism that follows Donald Trump around. On hearing the name, the Trump trolls who keep this buffoon relevant enough that he might just win the GOP nomination hopped all over the comments on The Patriot Nation, the right-wing propaganda rag posting the video for other racists to be outraged at.This rocket doctor doesn t understand why racism has to be about race:When Bill Taylor, who went to Ball State University, says that President Obama had no qualifications other than he s black to run for president, that s it. All bets are off, Obama is worthless. Bill was obviously far too involved with the investigation into how little Obama was vetted to notice the birther movement, college transcript fiasco and fake Barry Soetoro stuff that still thrives in circles of stupidity all over the internet.Bill says he s a racist, pretty sure it s because he s black, not sure if we re talking about Jackson or Obama anymore; It s very sad.Then there are the people who just really are that stupid:It takes a classy person to be a Donald Trump supporter. You have to be able to just hate so indiscriminately. Can you actually consider yourself to be fair if you truly hate everyone equally? Hate just for hate s sake.You can enjoy the comments and maybe even make yourself a new conservative friend HERE.Featured image via screen capture",News,"January 3, 2016"
Obama And Kerry Exposed: Secret Side Deals With Iran And No Nuclear Agreement,"Bravo! These two great Americans make me have hope for the politicians we elect. They re doing a damn good job of exposing the phony Iran deal. They both are veterans and super smart so maybe they ve been able to outsmart the Obama thugs. I love these guys!Rep. Mike Pompeo (R   Kan.) and Sen. Tom Cotton (R   Ark.) have a lot in common. Both are army veterans and both are graduates of Harvard Law School. And both have been doing a great job of exposing aspects of the nuclear deal with Iran that the administration would rather keep quiet.This week it was reported that an inquiry from Pompeo got the State Department to admit that the nuclear deal was never signed and is not  legally binding. Julia Frifield, the Assistant Secretary of State for Legislative Affairs, wrote in response to Pompeo s inquiry if he could see the signed agreement, in a letter reproduced at the congressman s website, that the nuclear deal was not binding and that it was not signed by any party. The key parts of the letter read:The Joint Comprehensive Plan of Action (JCPOA) is not a treaty or an executive agreement, and is not a signed document   The success of the JCPOA will depend not on whether it is legally binding or signed, but rather on the extensive verification measures we have put in place, as well as Iran s understanding that we have the capacity to re-impose   and ramp up   our sanctions if Iran does not meet its commitments.Frifield asserted that the JCPOA was not a signed agreement but  reflections of political commitments  between Iran and the P5+1 nations   the United States, Britain, France, China, Russia and Germany.Pompeo responded,  For the State Department to try to defend the unsigned and non-binding Iran nuclear agreement by calling it a  political commitment  is about as absurd as the terms of the deal itself.   Instead of forging an agreement with Iran that will protect Americans and prevent the world s largest state sponsor of terror from obtaining a nuclear weapon, the Obama administration caved to Iranian bullies and serial nuclear cheaters. Unsigned, this agreement is nothing more than a press release and just about as enforceable. Pompeo, of course, knew that the deal was unsigned, but he got the State Department to admit it. What Cotton s letter did was expose the administration s ploy to evade Congressional oversight and still achieve the permanence of a treaty by going to the U.N. Security Council.The non-binding nature of the nuclear non-agreement isn t the only subterfuge that Cotton and Pompeo have exposed. It was also their questioning that led to the discovery of the secret side deals between Iran and the IAEA. One of the side deals allowed Iran to collect its own samples at the Parchin military base, an arrangement that non-proliferation experts Olli Heinonen, a former deputy director of the IAEA, and David Albright, head of the Institute for Science and International Security, said undermined the effectiveness of the JCPOA. (The scandal of self-inspection of Parchin had previously been brought up by Sen. Robert Menendez (D   N.J.) and Sen. James Risch (R   Idaho).)Cotton and Pompeo have been very good at exposing the weakness of the deal that the media wouldn t otherwise have reported. No doubt in the coming months Iran will continue testing the administration and the administration will continue retreating exposing further weaknesses in the deal. ",politics,"Nov 27, 2015"
"DONALD TRUMP JR., JUST HUMILIATED Michael Moore In Front Of Millions On Social Media…And It Was SPECTACULAR!","Leftist activist and mediocre filmmaker Michael Moore made a very lame attempt at shaming President Donald Trump on Friday. Moore feigned concern on Twitter that Trump s Mar-a-Lago estate in Palm Beach, FL wasn t being used as a shelter. Moore tweeted on Friday,  Has he [President Trump] opened up Mar-a-Lago as a shelter yet? , suggesting that President Trump should have opened the doors to his public club to help those looking for shelter from Hurricane Irma that was set to pound the southern and eastern shores of Florida.Has he opened up Mar-a-Lago as a shelter yet?  Michael Moore (@MMFlint) September 8, 2017After Micheal Moore s tweet got over 56K likes and 17K shares from equally ignorant liberals, Donald Trump Jr., gave Moore a lesson on geography.It's on an island on both the ocean & intercostal and in a mandatory evacuation zone  probably not the best idea, but you know, narrative! https://t.co/Ji5V5lh7ya  Donald Trump Jr. (@DonaldJTrumpJr) September 10, 2017In other words, Mar-a-Lago is the last place anyone who s looking for shelter from a hurricane would want to be.Here s an ariel shot of Mar-a-Lago, confirming that indeed, Moore s statement, which he apparently thought was very clever, was instead about the dumbest remark to date, that anyone has made about possible locations for shelters from the hurricane.Keep up the good work Michael. The more you hate on Donald Trump and his family, the more voters the Democrat Party will lose in 2018 and beyond As a side note, Trump ruffled a lot of feathers in the exclusive enclave of Palm Beach, FL when he opened the doors to Mar-a-Lago to both Blacks and Jews, when other private clubs in the area were excluding them. Put that in your pipe and smoke it, Moore ",politics,"Sep 11, 2017"
" Mothers Of The Movement Bring DNC To Tears, So Right-Wing Racists Come Out In Droves (VIDEO)","The second day of the Democratic National Convention took an emotional turn when a group of black women, whose children s lives were lost long before their time, stepped on the stage and began to tell their heartbreaking stories and say emphatically: Black Lives Matter.The room hushed as Mothers of the Movement told of their children and the violent ways they had left this earth. Geneva Reed-Veal (mother of Sandra Bland), Lucia Bath (Jordan Davis) and Sybrina Fulton (Trayvon Martin) explained to the crowd of delegates why they were standing there in front of them, somewhere they never expected to be. Their stories brought the DNC to tears. You don t stop being a parent when your child dies. I am still Jordan Davis s mother. His life ended the day he was shot and killed for playing loud music. But my job as his mother didn t,  Bath said. I lived in fear my son would die like this. I even warned him that because he was a young, black man, he would meet people who didn t value his life,  she said.  That is a conversation no parent should ever have to have. So naturally, right-wing racists came out in droves.@Tyronem07172460 @RedPillTweets The  mothers of the movement  are a freaking joke. a group of idiots who didnt raised their kids properly.  Mauricio (@Shelby14_02) July 27, 2016There aren t any #FathersOfTheMovement. They all ran out!#MothersoftheMovement  Donald Bateman (@NationalismRise) July 27, 2016LMAOOOO, they have Mothers of the Movement on stage. AKA, women who raised their sons to beat, fight with, shoot, or aim at police & ppl.  Dav (@DavosFox118) July 27, 2016Mothers of the movement or should I say Mothers of the Racist Hate Group Black Lives Matter  Trever Talley (@trever_talley) July 27, 2016#MothersoftheMovement If they actually cared about their kids, they would be still alive. No sympathy from me. #FunctioningIlliterates.  DNC IS CORRUPT (@PCiscancerous) July 27, 2016Mother of victims of police violence? they must not have done a great job raising them  Mothers of the Movement #DemConvention  rewrite omitted#7089 (@JohnFict) July 27, 2016Despite the reactions of bigots, the stories of these grieving mothers are as powerful as they are heartwrenching. The inclusion Mothers of the Movement at the DNC is proof that the Democratic party and Hillary Clinton do believe Black Lives Matter.You can watch these mothers give their moving speech here: [youtube https://www.youtube.com/watch?v=eW8_tr3JCEk]Featured image via Alex Wong/Getty Images",News,"July 27, 2016"
PRESIDENT Promotes Made in America: Omaha Steaks Owner “Wanted to Kiss Me” for Reopening Trade with China [Video],"President Trump was sporting a Commemorative Stetson hat today when he introduced the  Made in America  week starting with Omaha Steaks. He has a great one-liner  in the video below this one about opening the beef trade again with China:  The gentleman who was in charge of Omaha Beef. They do beef. He hugged me and he wanted to kiss me so badly. OPENING REMARKS:President Trump says Omaha Steaks CEO  wanted to kiss me so badly  for opening beef trade in China https://t.co/LQEanwTWY8  NBC Politics (@NBCPolitics) July 17, 2017President Trump admiring a Made in America baseball bat:President Trump admires a baseball bat during  Made in America  event:  It s so beautiful   I love to play baseball  https://t.co/zvYjE7EG1e  NBC Politics (@NBCPolitics) July 17, 2017President Trump mentioned Senator John McCain: We hope John McCain gets better very soon. We miss him. He s a crusty voice in Washington, plus we need his vote.  https://t.co/ZSpibzJlG2  NBC News (@NBCNews) July 17, 2017",politics,"Jul 17, 2017"
 Supreme Court Unanimously Rejects Republican’s Latest Election Rigging Scheme,"In another humiliating defeat that will have major ramifications for Republicans going forward, all 8 Justices on the Supreme Court upheld a lower court s ruling that Texas Republicans could not redraw voting districts to suppress the growing Latino vote.The  one person, one vote  case was designed by conservatives to exclude non-voting populations when drawing the electoral map for the state. The immediate effect would be that districts with large numbers of non-eligible voters (like, for instance, Latino immigrants and children), would be lumped together, giving much more power to rural, mostly white and older, districts.I m sure you ll be shocked to know that older white people tend to vote Republican. But that surely wasn t the intent behind this move to consolidate power increase the fairness of elections for white people everyone.If this all sounds a bit confusing (and it should), what Republicans were trying to say is that people who can t vote, children, immigrants, convicted felons, etc. do not deserve the same kind of representation in their local government. Because they re not really people or something. But really, this was just the latest GOP attempt at rigging elections.Right now, the populations of large racially diverse cities mean that those cities have several (or more) voting districts and they tend to be far more liberal than rural, mostly white districts. That means that in a state like Texas, the cities are threatening to overpower the rural areas in terms of electoral power and turn the state purple and eventually blue. The goal of this court case was to reverse that trend and greatly reduce the number of city districts, thus, making the rural (and conservative) districts more powerful.But apparently this was a voter suppression tactic too far for even the conservatives on the Court:Six justices signed on to Justice Ruth Bader Ginsburg s decision, and Justices Samuel Alito and Clarence Thomas   the most conservative members of the court   concurred in the judgment. Total-population apportionment meets the equal protection demand, by rendering each representative alert to the interests and constituent-service requests of all who dwell in the representative s district,  Ginsburg said.Even if Scalia had still been alive, it looks like he might have been the only dissent. And maybe Thomas after Scalia had told him what to think.The conservative Justices were not opposed to the basic premise of the plan (stripping large cities of their voting power), just this particular method. Once Republicans come up with a new avenue of attack (and they will), they ll try it again and if Republicans control the White House and put another Scalia on the bench, they might get away with it next time.See why voting blue is important?Featured image via wikipedia ",News,"April 4, 2016"
WAS MURDERED 27 YEAR OLD DEMOCRAT Operative About To Blow The Whistle On VOTER FRAUD When He Was Shot In The Back? [VIDEO],"Seth Rich was hired by the Democrat Party as the official  voter expansion data director.  Although there is no connection yet, he was clearly privy to information that could potentially harm the Democrat Party, and more specifically Hillary Clinton s chances of winning the election in November.  He was shot in the back several times but wasn t robbed. He was left to die a short distance from his home in gun-free Washington D.C . Possible Whistle Blower on Democratic Party Voter #Fraud assassinated in Washington DC,not in MsM https://t.co/Cbem0AJvw5 #DNC  Egypt Built (@HosamDakhakhni) July 12, 2016Rich s death isn t the only suspicious death with ties to the Clintons. A UN official tied to the Clintons was found in his apartment with his throat crushed by a barbell last month The UN claimed he died of a heart attack. Read HERE.Washington DC police are offering a $25,000 reward for information leading to the arrest of the killer or killers of Seth Rich, the idealistic young DNC employee who was mysteriously shot multiple times in the back on Sunday night in affluent Northwest DC.At the same time, police are still not giving out any more information about the investigation beyond saying that they have not yet connected the killing to a robbery. Officers have been canvassing the once-cheery Bloomingdale neighborhood where Rich lived and died, knocking on doors and asking for information.There is still no suspect, no motive, and no arrests. As a result, conspiracy theories about Rich s murder continue to fly around Washington and around social media worldwide.Rich was shot while walking home after 4 a-m on Sunday morning. He was on the phone with his girlfriend just before the attack. Police say his body bore injuries indicating that Rich fought for his life.Rich s father told the local TV station in his hometown of Omaha that the killers took nothing from his son s body. If it was a robbery-it failed because he still has his watch, he still has his money-he still has his credit cards, still had his phone so it was a wasted effort except we lost a life,  Joel Rich told KMTV.At a Tuesday news conference about DC crime statistics, DC Police Chief Cathy L. Lanier, stated that overall robberies were down in the city. When asked specifically about Seth Rich s murder, she said it has not been determined whether his death could be linked to a robbery.Conspiracy theories abound over Rich s death. The most controversial theory is that Rich was on his way, in the dead of night, to meet with the FBI and inform on alleged voter fraud by Hillary Clinton and DNC boss Debbie Wasserman Schultz. The theory goes that he was murdered to keep him silent.  HeatStreetAnita Moncreif worked for ACORN during Obama sHere are some interesting facts surrounding the Clinton connections with Seth Rich:SETH RICH was a young Washington D.C insider, hired by the Democratic National Committee/Convention, who was assassinated early this morning, July 11th. He was hired by Democratic National Committee Chairwoman (and former co-chair of HILLARY Clinton s 2008 campaign) Debbie Wasserman-Schultz in June 2014 as the official  voter expansion data director  for this election season.Here is what I personally find suspicious about his very recent death:Debbie Wasserman-Schultz criticized the Bernie Sanders campaign of hacking into the NGP VAN voter database back in December of last year. NGP VAN has previously contributed to the Clinton campaign. In addition, it could have been entirely possible, given the many scandals surrounding Clinton, that the Clinton campaign may have taken crucial information or restricted the Sanders campaign from having stronger momentum in the days leading up to the Iowa primary. This is an entirely different topic though. Certainly Mr. Rich would have been aware of the particular data hacked or taken at this time.Mr. Rich was hired by the DNC in June 2014. Earlier in 2014, the Clintons announced a voter initiative project meant at counteracting voter ID laws & the stripping of provisions in the 1964 Civil Rights Act. Another intention of this collaboration with the DNC was to increase voter turnout. Mrs. Wasserman-Schultz at the time said she wished to make sure that  everyone who wants to vote and is eligible has an opportunity to register, has an opportunity to turnout and can have their vote accurately counted.  However, it has been noted continuously by progressive media and r/sandersforpresident that Mrs. Wasserman-Schultz has deliberately done everything in her power to discourage voters from having their voices heard/accurately counted, thus creating another shield for Hillary Clinton from potentially losing to an  outsider  progressive. Could Mr. Rich have expressed a personal conflicting opinion after the NGP VAN leak which would ve made Mrs. Wasserman-Schultz more angry?Another Reddit user on r/politics noticed that Mr. Rich s LinkedIn Page detailed his work for a firm called Greenberg Quinlan Rosner. The CEO of this firm is a man named Stan Greenberg, a man who was a leading political strategist for Bill Clinton during his presidency. This man also re-branded BP as a  green  petroleum company. Is it possible that Mr. Rich was aware of the public s disdain for oil industry/fracking? Clearly going against the oil industry would mean a significant loss of profits. The U.S, as it is, has been oil dependent for ages, and the fight to change the climate has never been hotter than right now.In the months leading up to the BP oil spill, Mr. Rich was also a legislative affairs consultant for another firm called  Kissel E & S Associates.  When I happened to google  Kissel E&S Associates, Clinton , one of the front page results led to a University of Nebraska paper, and written during Hillary Clinton s tenure as Secretary of State. This paper is titled  Conflicts in the Licensing Process for TransCanada s Keystone XL Pipeline.  The Keystone XL Pipeline is one of the MANY positions on which Hillary Clinton has flip-flopped on. Could Mr. Rich have dissented with some very powerful oil company interests who were looking to negotiate a backroom deal with the DNC?Mr. Rich also happened to previously work for former Nebraska Senator & Governor Ben Nelson. Former Senator Nelson happens to be a more conservative-leaning Democrat, but he also happened to be on the Committee on Appropriations, Subcommittees on Homeland Security/Military Construction and Veterans Affairs, and was a member of the International Conservation Caucus. Senator Nelson, in 2010, was the deciding vote to help block a Wall Street reform bill. He also contributed a crucial vote to help pass Obamacare back in 2009. Senator Nelson also suddenly quit his position in 2013, and was at the center of the Obamacare Supreme Court ruling last year. Finally, I don t think that this is related to the conspiracy theory at hand, but last October, his daughter died from an accidental fall.Mr. Rich was murdered in the back by an unknown assailant with a gun. At 4:20 in the morning. Near Howard University. Not exactly the type of person who would be targeted in a nicer area of D.C. (I am aware D.C has lots of impoverished areas/urban decay.) The District of Columbia happens to have a ban on the sale or purchase of handguns, but nearby Virginia has some of the most relaxed gun laws in the country. And although there are many insiders who work for Washington D.C, wouldn t it take someone with intelligence to know and particularly target somebody who happened to have crucial intelligence that could decide this election?The police, as of July 11, don t have any suspects, witnesses, or surveillance footage at this time. They also refused to comment if it was possibly related to recent robberies in the neighborhood. It can be disputed that this was but a botched robbery, however, because nothing was taken from Mr. Rich s dead body. One of the earliest rumored victims of the  Clinton body count  was Mary Mahoney, who died in a similar fashion as she was about to testify against Bill Clinton (and who had nothing taken from her body at the time of her death.) (In comparison, The Manson family didn t steal anything from Sharon Tate s house when they brutally murdered her and others. The Family was also accused of killing multiple potential dissenters during and after Manson s trial, for a sickening comparison.)The TIMING of this tragedy seems too  coincidental /accurately timed. I think/know that:8a. Mr. Rich s sudden death comes the day before Bernie Sanders is set to endorse Hillary Clinton at a party unity rally tomorrow. Chairwoman-elect of the Nebraska Democratic Party (Rich s home state), Jane Kleeb, spoke of Rich as  a young Nebraskan who worked on campaigns and stood for progressive issues. 8b. As of Monday the 11th, the Democratic National Convention is set to take place in exactly two weeks, and the Republican National Convention in exactly one. In addition, Bernie Sanders is set to speak at FDR Park on the 24th, about where the  political revolution  goes from here.8c. Hillary-supporting Governor of Connecticut Dan Malloy is currently under investigation over a Cigna merger. Hillary-supporting U.S Rep Corinne Brown is also currently under investigation over her super-gerrymandered Florida district (Wasserman-Schultz is from Florida).8d. There are currently RICO lawsuits investigating multiple counts of electoral fraud, and surprisingly, these lawsuits are pulling through the courts and gaining traction. Mr. Rich could have been aware of the American people actually standing a chance with these lawsuits, and given his access to crucial voter data, could have decided to be a DNC defector and testify on behalf of the people in charge of these electoral fraud lawsuits. 8e. There is still a possibility that Russia/Julian Assange has DNC information and could be planning to leak it to the public in time for the convention. Mr. Rich could have known of this.",politics,"Jul 16, 2016"
 Cowardly GOP Rep. Files Police Complaint Against SENIORS Because He’s TERRIFIED Of Dissent,"Republican members of Congress, who love claiming that they re the only party that stands for real Americans, are now terrified of their own constituents. This is happening for one simple reason   they never expected their own constituents to be angry with what they re doing on Capitol Hill. So instead of facing the music and admitting that the entire GOP platform is something Americans don t want, they re running scared.Such is the case with Idaho representative Raul Labrador. His office had the audacity to file a complaint against a group of people made up primarily of senior citizens because they were showing up at his office in Lewiston on a weekly basis to voice their displeasure with him and the GOP. Labrador obviously considers this a threat, and perhaps, if they d threatened violence it would be.But that s not what s happening. Chris Ankeny, the chief of police in Lewiston, the Idaho town where this is taking place, says these people were protesting in front of Labrador s offices and that no crimes had been committed. Employees are uncomfortable with them because of the national attention this group had garnered, not because of credible (or even in-credible) threats.Labrador s office contacted the D.C. Capitol Police over this because that force has jurisdiction over U.S. Congresspeople s offices in addition to Capitol Hill. They did so because they felt the Lewiston department wasn t doing anything. The thing is, a good police department won t do anything when they confirm that there s no crime happening (including threats). So what this is is an office full of people who can t handle dissent.The worst part is that this group has so many seniors, and Labrador won t hear them. These are people who may be worried about cuts to programs they depend on, including Medicare and Meals on Wheels. Others living in and around Lewiston are worried about climate change and clean energy. They say Labrador s absence from his offices is a sign of cowardice, and they re not wrong. He is a coward.Many Republicans have run away and hidden from their constituents lately because they can t tolerate the fact that their constituents  concerns run counter to the GOP s platform. They re too used to putting party above country. Maybe this is uncharted territory for them, but shouldn t these guys, who work for the very people they re pissing off, actually stop to listen?Or are they not what they ve been trying to sell to us?It s really disgusting that Labrador s office feels so threatened by non-violent, non-threatening protests from senior citizens that they ve had to file a complaint.Featured image by Gage Skidmore. Licensed under CC BY-SA 2.0 via Flickr",News,"March 21, 2017"
Anti-Trump Protester’s X-Rated Comment Angers MSNBC Anchor: “Grow The Hell Up!”,This is rich! A live feed from MSNBC was trying to show how great the anti-Trump protesters were behaving but all of a sudden a guy yells out a disgusting sexual phrase. Fair warning! ,left-news,"May 28, 2016"
